Date,Sessions,New Users,Pages,Transactions,Revenue,Group
20170527,219,152,1434.45,13,308.62,Control
20170522,219,114,1239.54,13,335.61,Control
20170503,218,120,1249.14,12,249.95,Control
20170506,218,128,1903.14,41,1510.29,Control
20170513,218,148,1443.16,12,403.23,Control
20170527,218,133,1170.66,0,0,Control
20170513,218,127,1761.44,25,947.38,Control
20170531,217,150,1328.04,3,46.45,Control
20170514,217,125,2742.88,55,2462.72,Control
20170518,217,154,1037.26,3,157.87,Control
20170528,217,147,1603.63,20,455.49,Control
20170520,217,171,972.16,4,113.74,Control
20170507,216,132,1146.96,12,320.03,Control
20170519,216,133,1702.08,22,517.28,Control
20170512,216,143,1395.36,21,627.65,Control
20170519,216,138,1289.52,17,538.82,Control
20170517,216,143,887.76,0,0,Control
20170526,215,117,1885.55,32,933.22,Control
20170517,215,123,1797.4,31,867.32,Test
20170523,215,145,1111.55,0,0,Control
20170509,215,195,814.85,6,184.5,Control
20170530,214,120,1215.52,9,276.81,Control
20170526,214,130,1495.86,14,357.82,Control
20170527,214,123,1382.44,13,319.41,Control
20170521,214,150,1273.3,12,402.42,Control
20170529,214,117,1765.5,17,533.6,Control
20170514,214,146,1326.8,17,487.83,Control
20170502,214,138,1025.06,10,195.54,Control
20170526,214,152,1414.54,3,119.85,Control
20170529,214,148,1162.02,12,342.08,Control
20170507,213,144,1386.63,13,391.68,Control
20170530,213,132,1316.34,19,290.62,Control
20170506,213,136,1288.65,20,517.14,Control
20170525,213,121,1499.52,25,535.21,Control
20170511,213,128,1414.32,25,546.26,Test
20170517,213,156,1288.65,13,245.45,Control
20170525,212,149,1560.32,16,550.03,Control
20170527,212,131,1812.6,24,666.48,Control
20170514,212,108,2166.64,26,1132.71,Control
20170502,212,137,1178.72,9,165.18,Control
20170514,212,140,1488.24,23,701.62,Control
20170504,212,140,1325,12,396.5,Control
20170518,212,155,1214.76,24,443.8,Control
20170525,212,133,1267.76,16,351.79,Control
20170511,212,146,915.84,1,11.18,Control
20170517,212,122,1335.6,18,373.13,Control
20170501,211,129,1073.99,12,248.37,Control
20170514,211,114,1698.55,25,910.42,Control
20170526,211,143,1671.12,29,827.59,Control
20170501,211,118,1468.56,16,368.99,Control
20170519,211,135,1614.15,27,813.4,Test
20170502,210,135,1407,6,235.87,Control
20170505,210,115,1778.7,32,874.28,Test
20170519,210,125,1297.8,18,735.41,Control
20170518,210,129,1056.3,1,8.56,Control
20170531,209,134,1304.16,9,230.28,Control
20170531,209,134,1243.55,13,307.84,Control
20170520,209,137,1245.64,14,465.19,Control
20170503,209,161,1051.27,14,325.99,Control
20170524,208,125,1416.48,8,284.07,Control
20170527,208,148,1404,16,927.01,Control
20170517,207,130,1177.83,17,386.63,Control
20170523,207,137,1335.15,13,422.46,Control
20170527,207,119,1635.3,21,704.38,Control
20170516,207,138,875.61,2,78.21,Control
20170516,207,138,1159.2,3,41.18,Control
20170529,207,130,1260.63,0,0,Control
20170504,207,144,1037.07,9,228.16,Control
20170514,207,153,1453.14,16,587.73,Control
20170515,206,115,1582.08,25,640.18,Control
20170503,206,112,1450.24,23,425.78,Control
20170510,206,113,1509.98,18,404.66,Control
20170531,206,134,1339,8,224.92,Control
20170504,205,120,1320.2,11,334.8,Control
20170529,205,129,899.95,2,48.59,Control
20170528,205,123,1869.6,27,522.28,Control
20170531,205,145,830.25,2,52.2,Control
20170516,205,159,742.1,3,41.89,Control
20170523,205,153,1461.65,6,213.09,Control
20170505,205,145,1252.55,7,224.71,Control
20170514,204,135,1527.96,19,652.6,Control
20170530,204,146,1093.44,14,288.8,Control
20170528,204,132,1136.28,13,708.38,Control
20170527,204,106,1619.76,23,666.43,Control
20170521,204,128,1313.76,11,279.99,Control
20170517,204,132,1601.4,14,389.52,Control
20170510,203,138,1209.88,20,423.65,Control
20170524,203,129,1167.25,16,414.27,Control
20170515,203,128,868.84,0,0,Control
20170524,203,113,1351.98,24,522.27,Test
20170508,202,119,1151.4,11,287.47,Control
20170521,202,125,1333.2,9,214.17,Control
20170513,202,127,1319.06,19,573.02,Control
20170531,201,108,1489.41,22,618.6,Control
20170524,200,123,1098,9,218.9,Control
20170503,200,126,1174,13,446.32,Control
20170506,200,122,1524,13,400.08,Control
20170527,200,103,1424,23,656.44,Control
20170528,200,139,1096,14,432.97,Control
20170528,200,128,1080,0,0,Control
20170531,200,114,1268,17,429.71,Test
20170510,199,121,1114.4,15,388.21,Control
20170530,199,111,1723.34,34,975.83,Test
20170501,199,111,1383.05,32,629.2,Test
20170501,199,133,1148.23,11,335.2,Control
20170513,198,131,1564.2,15,554.19,Control
20170515,198,134,1092.96,4,92.67,Control
20170514,198,111,2518.56,49,1497.63,Control
20170506,198,124,1306.8,2,47.08,Control
20170516,198,103,1401.84,23,550.88,Test
20170503,197,132,1321.87,15,350.39,Control
20170523,197,135,1375.06,15,464.59,Control
20170516,197,147,1063.8,5,104.92,Control
20170505,197,145,918.02,1,25.63,Control
20170505,197,127,1040.16,8,220.44,Control
20170514,197,112,1609.49,30,808.2,Test
20170508,197,127,1313.99,13,642.58,Control
20170529,197,129,1345.51,20,543.29,Control
20170505,197,125,975.15,8,228.72,Control
20170502,197,137,1018.49,4,88.22,Control
20170507,197,115,1124.87,13,384.99,Control
20170523,196,123,1177.96,9,188.1,Control
20170514,196,121,2134.44,34,1202.27,Control
20170506,196,150,1324.96,15,488.34,Control
20170512,196,134,1234.8,19,575.68,Control
20170521,196,138,901.6,2,66.69,Control
20170525,196,117,1162.28,14,258.42,Test
20170501,195,116,1051.05,0,0,Control
20170515,195,99,1154.4,16,311.29,Control
20170506,195,138,811.2,5,123.28,Control
20170527,195,117,1983.15,24,836.02,Test
20170528,195,112,1458.6,21,694.52,Test
20170517,194,134,954.48,6,134.89,Control
20170508,194,111,1319.2,10,356.31,Control
20170504,194,108,1144.6,11,279.2,Control
20170518,194,106,1773.16,38,1013.06,Test
20170514,194,104,1980.74,33,1207.89,Control
20170513,194,127,1148.48,0,0,Control
20170514,193,132,968.86,1,17.63,Control
20170524,193,111,1217.83,19,569.91,Control
20170519,193,134,1105.89,11,332.24,Control
20170511,193,125,1127.12,1,42.49,Control
20170505,193,140,760.42,3,157.69,Control
20170505,193,110,1727.35,28,1104.46,Test
20170502,192,111,1119.36,9,157.22,Control
20170518,192,126,1453.44,22,451.99,Control
20170518,192,103,1464.96,27,613.34,Control
20170519,192,123,1547.52,24,817.39,Control
20170529,192,105,1461.12,15,581.44,Test
20170501,191,122,1254.87,9,301.46,Control
20170531,191,119,1321.72,20,490.82,Control
20170528,191,129,1275.88,10,298.3,Control
20170513,190,134,1052.6,1,42.26,Control
20170520,190,113,1214.1,19,528.51,Control
20170508,190,122,837.9,2,38.46,Control
20170506,190,118,1318.6,15,420.18,Control
20170503,190,132,1214.1,8,257.18,Control
20170502,190,140,1314.8,16,577.06,Control
20170501,189,126,1158.57,9,309.84,Control
20170504,189,107,1449.63,17,467.52,Control
20170510,189,99,1595.16,31,720.57,Test
20170510,189,142,714.42,0,0,Control
20170510,189,133,1018.71,13,666.54,Control
20170517,189,140,844.83,5,92.51,Control
20170517,188,123,1425.04,14,315.2,Control
20170529,188,115,1259.6,13,298.05,Control
20170518,188,125,1092.28,8,256.12,Control
20170520,188,112,1658.16,24,709.41,Control
20170505,188,108,1402.48,18,501.2,Control
20170524,188,136,785.84,0,0,Control
20170530,188,94,1020.84,12,258.78,Control
20170518,188,134,919.32,8,176.83,Control
20170520,188,101,1797.28,27,914.53,Control
20170529,188,104,1218.24,14,417.86,Control
20170531,188,100,1353.6,15,530.16,Control
20170516,187,120,1282.82,9,247.22,Control
20170518,187,126,1004.19,1,20.27,Control
20170529,187,133,1009.8,10,266.88,Control
20170503,187,135,1176.23,12,267.3,Control
20170518,187,114,1595.11,20,579.69,Control
20170511,187,110,1825.12,43,984.42,Test
20170525,187,131,1144.44,4,77.18,Control
20170502,187,103,1282.82,13,314.11,Test
20170508,187,91,1097.69,14,394.47,Test
20170530,187,94,1159.4,18,533.83,Test
20170524,187,143,854.59,6,292.37,Control
20170509,186,117,1169.94,9,237.49,Control
20170510,186,114,1275.96,18,399.41,Control
20170521,186,125,1097.4,19,522.82,Control
20170521,186,123,1119.72,7,168.93,Control
20170517,186,126,937.44,2,41.48,Control
20170524,186,134,957.9,2,70.31,Control
20170523,186,113,1422.9,21,376.04,Control
20170526,186,112,1350.36,24,779.47,Control
20170507,185,121,1095.2,9,292.85,Control
20170521,185,100,1491.1,20,657.96,Control
20170530,185,109,1439.3,13,227.45,Control
20170504,185,103,1398.6,19,433.6,Test
20170509,185,98,1363.45,22,579.93,Test
20170523,185,113,1465.2,13,369.4,Test
20170523,184,102,1319.28,19,394.96,Control
20170528,184,113,1508.8,18,557.53,Control
20170515,184,118,1626.56,27,704.93,Test
20170501,184,102,1109.52,16,459.56,Test
20170512,184,107,1194.16,19,596.9,Control
20170507,184,115,945.76,9,243.9,Control
20170526,183,122,1063.23,18,378.22,Control
20170507,183,106,1207.8,6,103.48,Control
20170514,183,92,1367.01,17,619.65,Control
20170520,183,127,1017.48,8,226.23,Control
20170518,183,116,1189.5,8,229.31,Control
20170521,183,116,1008.33,8,220.82,Control
20170503,183,135,1110.81,2,68.43,Control
20170515,182,109,1041.04,21,551.98,Control
20170525,182,126,1172.08,15,273.9,Control
20170529,182,141,997.36,8,185.1,Control
20170523,182,121,1128.4,9,289.85,Control
20170514,182,124,1210.3,15,454.65,Control
20170514,182,132,793.52,6,252.61,Control
20170511,181,103,1411.8,17,487.97,Control
20170526,181,109,1589.18,16,437.17,Control
20170501,181,128,1035.32,15,454.08,Control
20170522,181,117,689.61,0,0,Control
20170519,181,122,1484.2,19,682.69,Control
20170529,181,136,718.57,0,0,Control
20170503,180,107,1551.6,28,720.25,Control
20170528,180,102,1105.2,11,377.79,Control
20170507,179,92,1419.47,27,649.83,Test
20170531,179,110,1482.12,25,580.38,Control
20170514,179,104,1607.42,18,784.39,Control
20170515,179,120,909.32,7,115.23,Control
20170522,179,113,920.06,15,384.96,Control
20170518,178,104,1299.4,15,404.23,Control
20170526,178,127,1260.24,16,457.75,Control
20170509,178,106,1169.46,22,458.04,Control
20170514,178,109,1810.26,21,782.59,Control
20170525,178,118,948.74,11,310.88,Control
20170526,178,98,1457.82,24,890.16,Test
20170508,177,106,1042.53,10,257.3,Control
20170502,177,111,1148.73,12,313.82,Control
20170522,177,117,1030.14,7,181.92,Control
20170527,177,110,1412.46,19,674.64,Control
20170519,177,127,821.28,3,76.74,Control
20170530,177,134,647.82,3,119.43,Control
20170524,177,95,1548.75,13,441.51,Test
20170514,176,111,2041.6,16,640.78,Control
20170504,176,105,1133.44,10,213.66,Control
20170510,176,127,904.64,3,152.24,Control
20170504,176,103,1726.56,20,549.33,Control
20170522,176,122,909.92,0,0,Control
20170530,176,108,665.28,0,0,Control
20170519,175,116,890.75,0,0,Control
20170525,175,104,1163.75,12,230.29,Control
20170515,175,95,1163.75,17,413.77,Control
20170503,175,102,1599.5,26,747.76,Control
20170530,175,114,770,1,48.6,Control
20170520,175,119,1223.25,15,477.74,Control
20170511,175,115,1051.75,18,447.2,Control
20170530,175,124,1055.25,8,198.54,Control
20170514,175,112,1687,24,794.16,Test
20170505,174,109,791.7,0,0,Control
20170531,174,124,810.84,0,0,Control
20170516,174,128,1066.62,8,142.6,Control
20170505,174,103,1385.04,21,680.43,Control
20170520,174,115,1047.48,1,13.98,Control
20170501,174,120,1106.64,10,259.3,Control
20170519,174,92,1381.56,28,581.57,Test
20170507,174,119,1240.62,18,584.83,Control
20170504,174,131,741.24,3,42.86,Control
20170502,174,95,1193.64,17,456.3,Control
20170522,173,96,1025.89,14,406.77,Control
20170507,173,108,920.36,9,210.66,Control
20170529,173,103,972.26,12,351.31,Control
20170513,173,96,1537.97,27,699.41,Test
20170516,173,98,1442.82,28,485.15,Test
20170529,173,104,1236.95,14,421.91,Control
20170528,172,119,901.28,1,12.99,Control
20170525,172,90,1277.96,18,507.14,Control
20170518,172,91,1396.64,14,381.11,Control
20170521,172,83,1236.68,6,215.15,Control
20170509,172,123,1075,13,367.99,Control
20170502,172,120,1059.52,2,64.92,Control
20170503,172,109,1131.76,2,32.79,Control
20170514,171,110,1014.03,1,40.78,Control
20170516,171,122,947.34,1,38.39,Control
20170509,171,106,1208.97,13,273,Control
20170504,171,124,1031.13,6,143.12,Control
20170519,171,123,772.92,0,0,Control
20170507,171,97,1860.48,36,1259.31,Control
20170507,171,99,1650.15,29,979.78,Control
20170502,171,110,921.69,9,154,Control
20170518,171,115,996.93,16,464.72,Control
20170502,171,117,1178.19,10,285.77,Control
20170521,171,122,740.43,2,53.53,Control
20170506,171,97,1460.34,23,762.98,Test
20170513,171,100,1489.41,24,782.08,Test
20170525,171,98,1222.65,24,559.43,Test
20170530,170,115,851.7,7,159.46,Control
20170505,170,119,1145.8,8,261.8,Control
20170522,170,107,955.4,17,424.97,Control
20170508,170,116,890.8,1,12.99,Control
20170508,170,111,676.6,0,0,Control
20170503,170,91,1293.7,25,582.68,Test
20170517,169,105,1171.17,13,360.01,Control
20170513,169,133,961.61,10,352.62,Control
20170524,169,110,763.88,0,0,Control
20170521,169,96,1588.6,25,770.81,Control
20170518,169,97,1392.56,25,782.49,Test
20170526,168,105,840,2,42.19,Control
20170515,168,108,932.4,16,360,Control
20170511,168,113,925.68,2,25.18,Control
20170521,168,99,828.24,3,86.97,Control
20170529,168,117,730.8,2,36.49,Control
20170525,168,102,1231.44,24,628.4,Control
20170526,168,112,1050,16,450.83,Control
20170527,168,114,1159.2,18,549.35,Control
20170521,168,95,1344,15,781.78,Control
20170512,168,126,880.32,9,255.04,Control
20170505,167,115,868.4,1,32.29,Control
20170531,167,111,1175.68,14,376.65,Control
20170513,167,103,1369.4,13,459.63,Control
20170503,167,97,788.24,4,104.28,Control
20170524,167,107,1100.53,14,338.88,Control
20170528,167,108,998.66,16,487.15,Control
20170507,167,107,851.7,1,62.9,Control
20170510,167,109,893.45,8,156.33,Control
20170519,167,106,971.94,7,174.85,Control
20170519,166,105,886.44,2,50.81,Control
20170510,166,109,1336.3,12,311.3,Control
20170527,166,110,677.28,0,0,Control
20170503,166,110,1085.64,11,250.57,Control
20170521,166,102,984.38,11,363.82,Control
20170525,166,99,1366.18,17,592.53,Control
20170525,166,129,733.72,3,50.82,Control
20170505,165,86,1473.45,9,295.92,Control
20170522,165,98,1037.85,13,277.91,Control
20170512,165,105,1432.2,9,307.25,Control
20170521,165,98,1199.55,17,456.2,Control
20170516,165,111,1113.75,7,163.22,Control
20170508,165,88,1272.15,19,423.41,Test
20170508,165,88,1445.4,19,533.17,Control
20170529,165,93,1458.6,23,709.89,Control
20170524,165,96,1183.05,8,222,Control
20170522,165,90,1037.85,19,516.56,Test
20170513,165,119,904.2,5,120.08,Control
20170531,164,122,862.64,7,166.16,Control
20170523,164,100,1044.68,13,622.39,Control
20170528,164,82,1364.48,20,677.7,Control
20170501,164,118,1103.72,4,171.48,Control
20170507,164,113,1028.28,14,480.12,Control
20170518,164,129,687.16,3,84.88,Control
20170531,164,132,601.88,3,59.66,Control
20170524,163,117,733.5,3,128.61,Control
20170526,163,103,1406.69,18,579.49,Control
20170522,163,105,1238.8,19,452.37,Control
20170520,163,110,1152.41,10,300.59,Control
20170512,163,107,831.3,3,61.37,Control
20170512,163,100,1176.86,22,492.04,Test
20170527,163,117,994.3,15,425.95,Control
20170517,163,96,1046.46,13,409.35,Test
20170519,162,92,1085.4,7,205.59,Control
20170509,162,89,1067.58,11,252,Test
20170514,162,116,1155.06,15,585,Control
20170515,162,77,996.3,14,394.05,Test
20170508,162,102,1132.38,11,337.34,Control
20170513,162,114,618.84,4,113.54,Control
20170510,161,110,1004.64,7,234.17,Control
20170526,161,106,1157.59,4,83.07,Control
20170507,161,100,840.42,2,27.65,Control
20170506,161,98,1474.76,20,649.94,Control
20170507,161,112,700.35,2,54.46,Control
20170528,161,112,825.93,1,33.37,Control
20170502,161,111,1086.75,19,533.56,Control
20170505,161,100,2041.48,35,1420.52,Control
20170514,161,103,1099.63,11,347.51,Control
20170504,161,85,1217.16,31,628.67,Test
20170515,161,110,890.33,12,255.27,Control
20170530,161,104,975.66,7,155.35,Control
20170501,161,109,1149.54,13,300.58,Control
20170509,161,123,716.45,2,38.88,Control
20170515,161,129,785.68,10,227.51,Control
20170510,161,99,1215.55,19,557.49,Test
20170505,161,95,1233.26,18,442.81,Control
20170511,160,106,1083.2,14,360.5,Control
20170512,160,112,1032,9,311.81,Control
20170517,160,94,873.6,8,145.09,Control
20170512,159,105,963.54,9,271.51,Control
20170523,159,114,836.34,12,261.94,Control
20170512,159,88,1314.93,15,414.57,Test
20170528,159,112,922.2,6,252.92,Control
20170522,158,94,996.98,7,191.01,Control
20170524,158,83,1230.82,21,492.98,Control
20170512,158,113,981.18,12,333.29,Control
20170528,158,90,1317.72,23,730.03,Control
20170504,158,110,960.64,1,8.56,Control
20170505,158,111,1232.4,16,415.2,Control
20170506,158,93,1153.4,16,545.73,Control
20170511,157,115,1215.18,9,241.54,Control
20170527,157,109,871.35,1,23.54,Control
20170502,157,83,1301.53,27,544.18,Control
20170506,157,100,1582.56,20,536.6,Control
20170520,157,109,1191.63,9,385.36,Control
20170526,157,94,1193.2,11,387.94,Control
20170512,157,113,1120.98,14,410.71,Control
20170516,157,99,1120.98,16,584.51,Control
20170526,157,118,659.4,7,129.52,Control
20170521,157,91,1331.36,21,640.9,Test
20170506,156,87,970.32,9,211.07,Control
20170530,156,111,817.44,11,325.67,Control
20170501,156,98,1176.24,14,364.97,Control
20170528,156,84,1330.68,18,499.01,Control
20170528,156,99,1157.52,8,247.9,Control
20170506,156,113,1045.2,17,479.35,Control
20170508,156,99,867.36,16,336.1,Control
20170524,156,100,1028.04,11,283.03,Control
20170528,156,87,1400.88,22,576.81,Test
20170504,156,118,1079.52,14,451.64,Control
20170511,156,114,934.44,7,196.1,Control
20170507,156,80,1173.12,15,491.13,Test
20170514,156,101,1326,16,533.68,Control
20170527,155,90,995.1,7,165.15,Control
20170512,155,107,1207.45,13,289.08,Control
20170513,155,109,993.55,7,257.69,Control
20170528,155,95,976.5,21,562.79,Control
20170515,154,92,1267.42,12,390.17,Control
20170510,154,102,896.28,17,405.43,Control
20170519,154,95,1164.24,14,416.48,Control
20170531,154,98,865.48,5,136.14,Control
20170527,154,92,876.26,9,211.13,Control
20170531,154,112,885.5,10,225.63,Control
20170507,153,100,887.4,9,297.15,Control
20170501,153,99,1132.2,6,199.91,Control
20170510,153,102,974.61,16,323.36,Control
20170513,153,94,1077.12,13,371.56,Control
20170506,153,77,1340.28,24,639.15,Test
20170510,153,104,1018.98,2,158.11,Control
20170508,153,79,1046.52,17,550.09,Test
20170520,153,82,1119.96,12,626.6,Test
20170526,153,98,945.54,10,252.44,Control
20170531,152,78,1012.32,17,375.09,Control
20170501,152,87,1357.36,23,709.93,Control
20170510,152,98,1165.84,13,402.77,Control
20170530,152,89,1045.76,10,488.49,Control
20170511,152,79,1295.04,20,588.02,Test
20170516,151,93,921.1,4,208.84,Control
20170529,151,105,892.41,5,201.31,Control
20170512,151,95,1046.43,17,539.09,Control
20170501,151,104,804.83,0,0,Control
20170514,151,87,1597.58,29,1198.28,Control
20170512,151,100,1117.4,18,474.33,Control
20170517,151,116,958.85,5,98.52,Control
20170517,150,94,1477.5,15,429.03,Control
20170518,150,99,925.5,3,177.3,Control
20170518,150,70,1216.5,25,819.24,Control
20170529,150,97,853.5,9,246.32,Control
20170517,150,85,1633.5,27,932.51,Test
20170522,150,81,1318.5,20,577,Test
20170505,150,86,1413,23,781.94,Control
20170506,150,90,1060.5,10,323,Control
20170513,149,94,980.42,12,284.6,Control
20170513,149,75,1108.56,10,340.42,Control
20170522,149,94,843.34,11,334.86,Control
20170521,149,77,1363.35,27,789.53,Control
20170511,149,100,946.15,16,403.42,Control
20170521,149,84,1312.69,27,590.5,Test
20170526,149,84,1218.82,23,561.35,Test
20170529,149,103,746.49,12,328.77,Control
20170519,149,110,795.66,6,139.12,Control
20170505,149,89,1455.73,15,553.2,Control
20170516,149,80,1016.18,12,372.94,Test
20170516,149,91,1062.37,13,261.74,Control
20170509,148,91,740,9,182.04,Control
20170507,148,81,1212.12,15,546.55,Control
20170522,148,97,744.44,1,30.4,Control
20170519,148,96,1167.72,14,321.67,Control
20170528,148,94,1407.48,26,1008.95,Control
20170528,148,71,1083.36,17,490.99,Control
20170515,148,89,685.24,1,12.44,Control
20170509,147,103,890.82,11,252.96,Control
20170511,147,87,1045.17,14,484.19,Control
20170516,147,102,777.63,4,97.75,Control
20170519,147,78,1555.26,18,521.5,Control
20170516,147,112,808.5,6,250.15,Control
20170516,147,105,686.49,4,87.96,Control
20170505,146,99,1325.68,13,351.65,Control
20170508,146,84,915.42,8,268.42,Control
20170517,146,97,906.66,2,56.24,Control
20170519,146,90,1153.4,17,535.89,Control
20170511,146,88,1188.44,8,288.16,Control
20170505,146,72,1257.06,25,604.93,Control
20170526,146,95,976.74,11,296.7,Control
20170508,146,82,772.34,7,205.38,Control
20170506,145,86,780.1,0,0,Control
20170515,145,94,755.45,1,56.49,Control
20170520,145,102,816.35,0,0,Control
20170509,145,92,780.1,2,48.14,Control
20170503,145,85,1180.3,27,545.85,Test
20170522,145,66,1387.65,23,567.67,Control
20170510,145,95,833.75,11,254.87,Control
20170531,145,93,768.5,2,123.47,Control
20170527,145,114,575.65,0,0,Control
20170501,145,83,1030.95,15,310.73,Test
20170513,145,86,991.8,13,382.18,Control
20170515,144,86,996.48,9,255.55,Control
20170513,144,102,871.2,0,0,Control
20170515,144,91,819.36,13,253.79,Control
20170515,144,94,948.96,12,277.09,Control
20170519,144,78,1323.36,15,656.24,Control
20170518,144,89,905.76,11,252.98,Control
20170516,143,76,853.71,12,329.47,Control
20170525,143,93,1248.39,12,382.04,Control
20170513,143,102,699.27,3,82.52,Control
20170525,143,75,1052.48,12,268.79,Control
20170523,143,93,945.23,12,351.27,Control
20170502,143,85,1012.44,21,529.32,Test
20170519,143,77,1282.71,26,683.73,Control
20170522,143,72,1288.43,16,482.7,Control
20170509,143,93,679.25,9,165.46,Control
20170503,143,88,1209.78,19,476.15,Test
20170520,143,88,1006.72,18,515.15,Control
20170530,142,91,745.5,4,114.19,Control
20170504,142,91,978.38,10,270.53,Control
20170509,142,99,644.68,3,49.03,Control
20170507,142,77,940.04,10,260.39,Control
20170501,142,81,1113.28,12,417.98,Control
20170509,141,100,679.62,0,0,Control
20170511,141,93,905.22,10,300.39,Control
20170523,141,92,705,6,113.58,Control
20170516,141,86,981.36,11,325.93,Control
20170508,141,97,837.54,10,291.84,Control
20170530,141,91,728.97,12,349.86,Control
20170508,141,94,964.44,11,243.31,Control
20170517,141,106,696.54,4,136.51,Control
20170502,141,86,1322.58,19,597.35,Test
20170517,141,84,830.49,4,136.8,Control
20170527,141,94,549.9,5,133.76,Control
20170530,140,88,624.4,1,60.46,Control
20170519,140,87,1429.4,35,1124.57,Control
20170505,140,113,614.6,0,0,Control
20170520,140,94,901.6,7,173.71,Control
20170521,139,94,568.51,1,39.75,Control
20170508,139,84,745.04,9,191.83,Control
20170511,139,84,974.39,4,143.73,Control
20170529,139,78,1049.45,12,402.87,Control
20170504,139,73,1059.18,17,356.34,Control
20170531,139,83,806.2,9,236.62,Control
20170515,139,85,884.04,6,219.72,Control
20170508,139,107,714.46,8,207.42,Control
20170519,139,86,1014.7,8,326.94,Control
20170527,139,70,870.14,8,302.5,Control
20170512,138,97,678.96,2,57.99,Control
20170517,138,95,691.38,2,30.22,Control
20170509,138,84,1120.56,12,259.4,Control
20170507,138,79,966,16,461.03,Control
20170526,138,76,1511.1,25,911.19,Control
20170523,138,91,974.28,4,105.58,Control
20170515,138,79,937.02,14,320.97,Control
20170507,138,74,1036.38,19,440.22,Control
20170518,138,78,1563.54,21,663.44,Control
20170511,138,96,970.14,13,278.98,Control
20170513,138,89,919.08,8,210.54,Control
20170522,138,79,1025.34,18,525.27,Control
20170522,138,108,536.82,2,51.91,Control
20170518,138,101,789.36,9,181.85,Control
20170501,137,96,802.82,3,86.37,Control
20170523,137,94,912.42,9,199.78,Control
20170515,137,92,963.11,6,121.63,Control
20170513,137,87,1386.44,20,594.48,Control
20170518,137,85,1068.6,10,209.77,Control
20170512,137,76,1222.04,25,735.45,Control
20170503,137,95,1069.97,12,328.47,Control
20170517,137,84,1212.45,20,587.45,Control
20170520,137,76,1316.57,17,667.87,Control
20170518,137,84,968.59,12,316.55,Control
20170523,137,91,1022.02,12,433.95,Control
20170507,137,102,653.49,2,54.93,Control
20170509,137,67,1056.27,14,498.35,Test
20170515,137,76,830.22,12,322.86,Test
20170517,136,84,684.08,2,25.75,Control
20170509,136,79,908.48,12,330.66,Control
20170503,136,86,1022.72,9,204.37,Control
20170510,136,87,988.72,9,187.05,Control
20170526,136,84,1011.84,14,416.46,Control
20170514,136,64,1505.52,28,1003.65,Control
20170510,136,80,816,12,376.15,Control
20170526,136,85,916.64,12,291.5,Control
20170528,136,67,1154.64,24,762.56,Control
20170513,136,73,1364.08,20,860.57,Control
20170519,136,70,1320.56,25,709.05,Control
20170513,135,86,1350,14,437.47,Control
20170519,135,85,1104.3,12,412.17,Control
20170510,135,94,814.05,3,73.51,Control
20170501,135,79,853.2,11,192.56,Control
20170511,135,85,950.4,4,102.9,Control
20170509,135,79,927.45,11,250,Control
20170523,135,78,1247.4,27,857.29,Control
20170502,135,88,899.1,8,372.18,Control
20170523,135,80,1189.35,19,463.54,Test
20170524,135,80,1135.35,18,339.75,Control
20170515,135,76,945,12,398.17,Control
20170504,135,96,436.05,4,58.35,Control
20170506,135,107,722.25,5,91,Control
20170506,134,87,1101.48,6,199.88,Control
20170529,134,86,817.4,9,382.86,Control
20170523,134,82,684.74,2,33.1,Control
20170518,134,86,704.84,4,76.53,Control
20170507,134,83,837.5,10,255.49,Control
20170509,134,87,809.36,15,351.46,Control
20170520,134,67,1374.84,26,674.59,Control
20170528,134,96,769.16,5,109.4,Control
20170510,134,71,1039.84,16,484.99,Test
20170506,134,63,1281.04,19,473.73,Control
20170504,133,96,622.44,0,0,Control
20170511,133,87,719.53,2,75.98,Control
20170503,133,79,869.82,15,525.73,Control
20170503,133,61,1005.48,22,515.81,Control
20170520,133,78,1247.54,19,652.75,Control
20170509,133,83,674.31,4,115.5,Control
20170525,133,82,977.55,13,462.38,Control
20170504,132,89,1247.4,9,254.01,Control
20170520,132,92,769.56,1,48.78,Control
20170525,132,84,608.52,1,16.18,Control
20170517,132,87,968.88,9,233.05,Control
20170522,132,72,1028.28,7,132.72,Control
20170517,132,92,810.48,7,201.65,Control
20170522,132,84,777.48,13,287.29,Control
20170506,132,79,1454.64,35,951.25,Control
20170508,132,70,939.84,20,462.34,Control
20170512,132,78,1643.4,21,749.51,Control
20170521,132,73,1012.44,18,529.11,Control
20170514,132,88,1030.92,15,529.5,Control
20170503,132,82,892.32,11,383.14,Control
20170502,132,101,596.64,2,99.36,Control
20170524,132,77,839.52,10,192.64,Control
20170516,131,92,479.46,2,43.05,Control
20170506,131,91,686.44,1,10.36,Control
20170524,131,93,989.05,6,160.11,Control
20170526,131,79,1061.1,13,334.54,Control
20170520,131,69,733.6,6,173.84,Control
20170522,131,71,958.92,12,298.03,Control
20170525,131,81,720.5,8,234.68,Control
20170526,131,71,1295.59,22,689.88,Control
20170506,131,100,833.16,10,285.81,Control
20170531,131,76,879.01,12,304.01,Test
20170519,130,81,752.7,13,296.56,Control
20170506,130,63,1355.9,34,1137.5,Control
20170529,130,82,1246.7,19,611.68,Control
20170505,130,70,1011.4,12,236.89,Control
20170514,130,69,1028.3,15,516.58,Control
20170512,130,83,907.4,11,294.53,Control
